exercicio,instituicao,cod_ibge,uf,anexo,rotulo,coluna,cod_conta,conta,valor,populacao,cod_interno
2014,Prefeitura Municipal de Aguanil - MG,3100807,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,1163944.32,4332,17
2014,Prefeitura Municipal de Aguanil - MG,3100807,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,1163744.52,4332,17
2014,Prefeitura Municipal de Aguanil - MG,3100807,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,1111976.62,4332,17
2014,Prefeitura Municipal de Aguanil - MG,3100807,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,51767.9,4332,17
2014,Prefeitura Municipal de Aguanil - MG,3100807,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,199.8,4332,17
2014,Prefeitura Municipal de Águas Vermelhas - MG,3101003,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,22609.7,13378,17
2014,Prefeitura Municipal de Águas Vermelhas - MG,3101003,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,22609.7,13378,17
2014,Prefeitura Municipal de Águas Vermelhas - MG,3101003,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,22609.7,13378,17
2014,Prefeitura Municipal de Aimorés - MG,3101102,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,138738.22,25685,17
2014,Prefeitura Municipal de Aimorés - MG,3101102,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,136116.22,25685,17
2014,Prefeitura Municipal de Aimorés - MG,3101102,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,118044.87,25685,17
2014,Prefeitura Municipal de Aimorés - MG,3101102,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,2622,25685,17
2014,Prefeitura Municipal de Aimorés - MG,3101102,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,18071.35,25685,17
2014,Prefeitura Municipal de Aiuruoca - MG,3101201,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,251370.66,6257,17
2014,Prefeitura Municipal de Aiuruoca - MG,3101201,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,251136.26,6257,17
2014,Prefeitura Municipal de Aiuruoca - MG,3101201,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,251045.87,6257,17
2014,Prefeitura Municipal de Aiuruoca - MG,3101201,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,234.4,6257,17
2014,Prefeitura Municipal de Aiuruoca - MG,3101201,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,90.39,6257,17
2014,Prefeitura Municipal de Alagoa - MG,3101300,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,25078.9,2764,17
2014,Prefeitura Municipal de Alagoa - MG,3101300,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,25078.9,2764,17
2014,Prefeitura Municipal de Alagoa - MG,3101300,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,25078.9,2764,17
2014,Prefeitura Municipal de Albertina - MG,3101409,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,242424.65,3025,17
2014,Prefeitura Municipal de Albertina - MG,3101409,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,240924.65,3025,17
2014,Prefeitura Municipal de Albertina - MG,3101409,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,239624.65,3025,17
2014,Prefeitura Municipal de Albertina - MG,3101409,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,1500,3025,17
2014,Prefeitura Municipal de Albertina - MG,3101409,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,1300,3025,17
2014,Prefeitura Municipal de Além Paraíba - MG,3101508,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,2805668.36,35641,17
2014,Prefeitura Municipal de Além Paraíba - MG,3101508,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,2695808.36,35641,17
2014,Prefeitura Municipal de Além Paraíba - MG,3101508,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,2257486.09,35641,17
2014,Prefeitura Municipal de Além Paraíba - MG,3101508,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,109860,35641,17
2014,Prefeitura Municipal de Além Paraíba - MG,3101508,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,438322.27,35641,17
2014,Prefeitura Municipal de Alfredo Vasconcelos - MG,3101631,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,79984.9,6566,17
2014,Prefeitura Municipal de Alfredo Vasconcelos - MG,3101631,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,34798.9,6566,17
2014,Prefeitura Municipal de Alfredo Vasconcelos - MG,3101631,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,34798.9,6566,17
2014,Prefeitura Municipal de Alfredo Vasconcelos - MG,3101631,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,45186,6566,17
2014,Prefeitura Municipal de Almenara - MG,3101706,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,61439,41028,17
2014,Prefeitura Municipal de Almenara - MG,3101706,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,42959,41028,17
2014,Prefeitura Municipal de Almenara - MG,3101706,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,25403,41028,17
2014,Prefeitura Municipal de Almenara - MG,3101706,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,18480,41028,17
2014,Prefeitura Municipal de Almenara - MG,3101706,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,17556,41028,17
2014,Prefeitura Municipal de Alpinópolis - MG,3101904,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,4834194.04,19513,17
2014,Prefeitura Municipal de Alpinópolis - MG,3101904,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,4834194.04,19513,17
2014,Prefeitura Municipal de Alpinópolis - MG,3101904,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,4834194.04,19513,17
2014,Prefeitura Municipal de Alterosa - MG,3102001,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,85806.34,14371,17
2014,Prefeitura Municipal de Alterosa - MG,3102001,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,85806.34,14371,17
2014,Prefeitura Municipal de Alterosa - MG,3102001,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,85806.34,14371,17
2014,Prefeitura Municipal de Alto Caparaó - MG,3102050,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,191025.58,5655,17
2014,Prefeitura Municipal de Alto Caparaó - MG,3102050,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,191025.58,5655,17
2014,Prefeitura Municipal de Alto Caparaó - MG,3102050,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,183675.58,5655,17
2014,Prefeitura Municipal de Alto Caparaó - MG,3102050,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,7350,5655,17
2014,Prefeitura Municipal de Alvarenga - MG,3102209,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,41874.07,4343,17
2014,Prefeitura Municipal de Alvarenga - MG,3102209,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,41874.07,4343,17
2014,Prefeitura Municipal de Alvarenga - MG,3102209,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,35284.22,4343,17
2014,Prefeitura Municipal de Alvarenga - MG,3102209,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,6589.85,4343,17
2014,Prefeitura Municipal de Alvinópolis - MG,3102308,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,225167.82,15630,17
2014,Prefeitura Municipal de Alvinópolis - MG,3102308,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,225167.82,15630,17
2014,Prefeitura Municipal de Alvinópolis - MG,3102308,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,205770.67,15630,17
2014,Prefeitura Municipal de Alvinópolis - MG,3102308,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,19397.15,15630,17
2014,Prefeitura Municipal de Alvorada de Minas - MG,3102407,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,469093.59,3661,17
2014,Prefeitura Municipal de Alvorada de Minas - MG,3102407,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,469093.59,3661,17
2014,Prefeitura Municipal de Alvorada de Minas - MG,3102407,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,469093.59,3661,17
2014,Prefeitura Municipal de Amparo do Serra - MG,3102506,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,77773.36,4997,17
2014,Prefeitura Municipal de Amparo do Serra - MG,3102506,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,36844.36,4997,17
2014,Prefeitura Municipal de Amparo do Serra - MG,3102506,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,36844.36,4997,17
2014,Prefeitura Municipal de Amparo do Serra - MG,3102506,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,40929,4997,17
2014,Prefeitura Municipal de Andradas - MG,3102605,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,309147.47,39761,17
2014,Prefeitura Municipal de Andradas - MG,3102605,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,309147.47,39761,17
2014,Prefeitura Municipal de Andradas - MG,3102605,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,277404.24,39761,17
2014,Prefeitura Municipal de Andradas - MG,3102605,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,31743.23,39761,17
2014,Prefeitura Municipal de Cachoeira de Pajeú - MG,3102704,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,57888.48,9372,17
2014,Prefeitura Municipal de Cachoeira de Pajeú - MG,3102704,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,57888.48,9372,17
2014,Prefeitura Municipal de Cachoeira de Pajeú - MG,3102704,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,41568.35,9372,17
2014,Prefeitura Municipal de Cachoeira de Pajeú - MG,3102704,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,16320.13,9372,17
2014,Prefeitura Municipal de Andrelândia - MG,3102803,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,952443.35,12507,17
2014,Prefeitura Municipal de Andrelândia - MG,3102803,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,919323.35,12507,17
2014,Prefeitura Municipal de Andrelândia - MG,3102803,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,838954.26,12507,17
2014,Prefeitura Municipal de Andrelândia - MG,3102803,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,6396.19,12507,17
2014,Prefeitura Municipal de Angelândia - MG,3102852,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,16355.6,8416,17
2014,Prefeitura Municipal de Angelândia - MG,3102852,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,16355.6,8416,17
2014,Prefeitura Municipal de Angelândia - MG,3102852,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,16355.6,8416,17
2014,Prefeitura Municipal de Antônio Prado de Minas - MG,3103108,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,1020,1685,17
2014,Prefeitura Municipal de Antônio Prado de Minas - MG,3103108,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,1020,1685,17
2014,Prefeitura Municipal de Antônio Prado de Minas - MG,3103108,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,1020,1685,17
2014,Prefeitura Municipal de Aracitaba - MG,3103306,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,326228.42,2112,17
2014,Prefeitura Municipal de Aracitaba - MG,3103306,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,326228.42,2112,17
2014,Prefeitura Municipal de Aracitaba - MG,3103306,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,313384.13,2112,17
2014,Prefeitura Municipal de Aracitaba - MG,3103306,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,12844.29,2112,17
2014,Prefeitura Municipal de Araguari - MG,3103504,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,15842222.82,115632,17
2014,Prefeitura Municipal de Araguari - MG,3103504,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,12882461.18,115632,17
2014,Prefeitura Municipal de Araguari - MG,3103504,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,11684319.29,115632,17
2014,Prefeitura Municipal de Araguari - MG,3103504,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,2959761.64,115632,17
2014,Prefeitura Municipal de Araguari - MG,3103504,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,1198141.89,115632,17
2014,Prefeitura Municipal de Arantina - MG,3103603,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,105624.15,2884,17
2014,Prefeitura Municipal de Arantina - MG,3103603,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,105624.15,2884,17
2014,Prefeitura Municipal de Arantina - MG,3103603,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,105624.15,2884,17
2014,Prefeitura Municipal de Araponga - MG,3103702,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,7958.95,8478,17
2014,Prefeitura Municipal de Araponga - MG,3103702,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,7958.95,8478,17
2014,Prefeitura Municipal de Araponga - MG,3103702,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,7958.95,8478,17
2014,Prefeitura Municipal de Araporã - MG,3103751,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,515479.65,6593,17
2014,Prefeitura Municipal de Araporã - MG,3103751,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,455052.99,6593,17
2014,Prefeitura Municipal de Araporã - MG,3103751,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,347383.23,6593,17
2014,Prefeitura Municipal de Araporã - MG,3103751,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,60426.66,6593,17
2014,Prefeitura Municipal de Araporã - MG,3103751,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,107669.76,6593,17
2014,Prefeitura Municipal de Arapuá - MG,3103801,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,145369.01,2870,17
2014,Prefeitura Municipal de Arapuá - MG,3103801,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,145369.01,2870,17
2014,Prefeitura Municipal de Arapuá - MG,3103801,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,139197.63,2870,17
2014,Prefeitura Municipal de Arapuá - MG,3103801,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,6171.38,2870,17
2014,Prefeitura Municipal de Araújos - MG,3103900,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,1234.68,8645,17
2014,Prefeitura Municipal de Araújos - MG,3103900,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,1234.68,8645,17
2014,Prefeitura Municipal de Araújos - MG,3103900,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,1234.68,8645,17
2014,Prefeitura Municipal de Arcos - MG,3104205,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,527387.99,38946,17
2014,Prefeitura Municipal de Arcos - MG,3104205,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,442311.99,38946,17
2014,Prefeitura Municipal de Arcos - MG,3104205,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,416141.78,38946,17
2014,Prefeitura Municipal de Arcos - MG,3104205,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,85076,38946,17
2014,Prefeitura Municipal de Arcos - MG,3104205,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,26170.21,38946,17
2014,Prefeitura Municipal de Areado - MG,3104304,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,58907.55,14624,17
2014,Prefeitura Municipal de Areado - MG,3104304,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,58907.55,14624,17
2014,Prefeitura Municipal de Areado - MG,3104304,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,55298.91,14624,17
2014,Prefeitura Municipal de Areado - MG,3104304,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,3608.64,14624,17
2014,Prefeitura Municipal de Arinos - MG,3104502,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,60122.03,18210,17
2014,Prefeitura Municipal de Arinos - MG,3104502,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,47122.03,18210,17
2014,Prefeitura Municipal de Arinos - MG,3104502,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,39657.45,18210,17
2014,Prefeitura Municipal de Arinos - MG,3104502,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,13000,18210,17
2014,Prefeitura Municipal de Arinos - MG,3104502,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,7464.58,18210,17
2014,Prefeitura Municipal de Astolfo Dutra - MG,3104601,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,170293.49,13840,17
2014,Prefeitura Municipal de Astolfo Dutra - MG,3104601,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,170293.49,13840,17
2014,Prefeitura Municipal de Astolfo Dutra - MG,3104601,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,168500.99,13840,17
2014,Prefeitura Municipal de Astolfo Dutra - MG,3104601,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,1792.5,13840,17
2014,Prefeitura Municipal de Ataléia - MG,3104700,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,166956.7,14188,17
2014,Prefeitura Municipal de Ataléia - MG,3104700,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,166956.7,14188,17
2014,Prefeitura Municipal de Ataléia - MG,3104700,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,161058.69,14188,17
2014,Prefeitura Municipal de Augusto de Lima - MG,3104809,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,89892.34,5051,17
2014,Prefeitura Municipal de Augusto de Lima - MG,3104809,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,89892.34,5051,17
2014,Prefeitura Municipal de Augusto de Lima - MG,3104809,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,87221.92,5051,17
2014,Prefeitura Municipal de Augusto de Lima - MG,3104809,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,2670.42,5051,17
2014,Prefeitura Municipal de Baependi - MG,3104908,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,729853.76,19117,17
2014,Prefeitura Municipal de Baependi - MG,3104908,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,729853.76,19117,17
2014,Prefeitura Municipal de Baependi - MG,3104908,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,668381.88,19117,17
2014,Prefeitura Municipal de Baependi - MG,3104908,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,61471.88,19117,17
2014,Prefeitura Municipal de Baldim - MG,3105004,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,138354.45,8082,17
2014,Prefeitura Municipal de Baldim - MG,3105004,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,138354.45,8082,17
2014,Prefeitura Municipal de Baldim - MG,3105004,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,131268.15,8082,17
